date_id,full_date,year,month,day,quarter,season
20190111,2019-01-11,2019,1,11,1,Winter
20200131,2020-01-31,2020,1,31,1,Winter
20221223,2022-12-23,2022,12,23,4,Winter
20210205,2021-02-05,2021,2,5,1,Winter
20230216,2023-02-16,2023,2,16,1,Winter
20240126,2024-01-26,2024,1,26,1,Winter
20240712,2024-07-12,2024,7,12,3,Summer
20221024,2022-10-24,2022,10,24,4,Autumn
20220101,2022-01-01,2022,1,1,1,Winter
20170907,2017-09-07,2017,9,7,3,Autumn
20140117,2014-01-17,2014,1,17,1,Winter
20191204,2019-12-04,2019,12,4,4,Winter
20150428,2015-04-28,2015,4,28,2,Spring
20170310,2017-03-10,2017,3,10,1,Spring
20190315,2019-03-15,2019,3,15,1,Spring
20170303,2017-03-03,2017,3,3,1,Spring
20160211,2016-02-11,2016,2,11,1,Winter
20190419,2019-04-19,2019,4,19,2,Spring
20130503,2013-05-03,2013,5,3,2,Spring
20100606,2010-06-06,2010,6,6,2,Summer
20220429,2022-04-29,2022,4,29,2,Spring
20111219,2011-12-19,2011,12,19,4,Winter
20140428,2014-04-28,2014,4,28,2,Spring
20170207,2017-02-07,2017,2,7,1,Winter
20130528,2013-05-28,2013,5,28,2,Spring
20150107,2015-01-07,2015,1,7,1,Winter
20130521,2013-05-21,2013,5,21,2,Spring
20060429,2006-04-29,2006,4,29,2,Spring
20150727,2015-07-27,2015,7,27,3,Summer
20201221,2020-12-21,2020,12,21,4,Winter
20150101,2015-01-01,2015,1,1,1,Winter
20130101,2013-01-01,2013,1,1,1,Winter
20110101,2011-01-01,2011,1,1,1,Winter
20250328,2025-03-28,2025,3,28,1,Spring
20130903,2013-09-03,2013,9,3,3,Autumn
20210521,2021-05-21,2021,5,21,2,Spring
20150528,2015-05-28,2015,5,28,2,Spring
20191021,2019-10-21,2019,10,21,4,Autumn
20180410,2018-04-10,2018,4,10,2,Spring
20030000,2003-01-01,2003,0,0,0,Unknown
20160219,2016-02-19,2016,2,19,1,Winter
20220520,2022-05-20,2022,5,20,2,Spring
20070518,2007-05-18,2007,5,18,2,Spring
20030423,2003-04-23,2003,4,23,2,Spring
20101005,2010-10-05,2010,10,5,4,Autumn
20140909,2014-09-09,2014,9,9,3,Autumn
20090605,2009-06-05,2009,6,5,2,Summer
20120605,2012-06-05,2012,6,5,2,Summer
20060315,2006-03-15,2006,3,15,1,Spring
20120522,2012-05-22,2012,5,22,2,Spring
20140730,2014-07-30,2014,7,30,3,Summer
20100906,2010-09-06,2010,9,6,3,Autumn
20101003,2010-10-03,2010,10,3,4,Autumn
20100708,2010-07-08,2010,7,8,3,Summer
20140602,2014-06-02,2014,6,2,2,Summer
20120506,2012-05-06,2012,5,6,2,Spring
20121122,2012-11-22,2012,11,22,4,Autumn
20120424,2012-04-24,2012,4,24,2,Spring
20090505,2009-05-05,2009,5,5,2,Spring
20070517,2007-05-17,2007,5,17,2,Spring
20121127,2012-11-27,2012,11,27,4,Autumn
20110323,2011-03-23,2011,3,23,1,Spring
20130724,2013-07-24,2013,7,24,3,Summer
20110305,2011-03-05,2011,3,5,1,Spring
20110316,2011-03-16,2011,3,16,1,Spring
20110309,2011-03-09,2011,3,9,1,Spring
19950000,1995-01-01,1995,0,0,0,Unknown
19980620,1998-06-20,1998,6,20,2,Summer
19980720,1998-07-20,1998,7,20,3,Summer
19950707,1995-07-07,1995,7,7,3,Summer
20190303,2019-03-03,2019,3,3,1,Spring
20200221,2020-02-21,2020,2,21,1,Winter
20190802,2019-08-02,2019,8,2,3,Summer
20040901,2004-09-01,2004,9,1,3,Autumn
20100727,2010-07-27,2010,7,27,3,Summer
20150407,2015-04-07,2015,4,7,2,Spring
20220318,2022-03-18,2022,3,18,1,Spring
20040827,2004-08-27,2004,8,27,3,Summer
20140324,2014-03-24,2014,3,24,1,Spring
20140430,2014-04-30,2014,4,30,2,Spring
20020200,2002-02-01,2002,2,0,1,Winter
20100907,2010-09-07,2010,9,7,3,Autumn
20130205,2013-02-05,2013,2,5,1,Winter
20060526,2006-05-26,2006,5,26,2,Spring
20060606,2006-06-06,2006,6,6,2,Summer
20020201,2002-02-01,2002,2,1,1,Winter
20171113,2017-11-13,2017,11,13,4,Autumn
20071026,2007-10-26,2007,10,26,4,Autumn
20071109,2007-11-09,2007,11,9,4,Autumn
20110422,2011-04-22,2011,4,22,2,Spring
20191025,2019-10-25,2019,10,25,4,Autumn
20160906,2016-09-06,2016,9,6,3,Autumn
20160526,2016-05-26,2016,5,26,2,Spring
20121212,2012-12-12,2012,12,12,4,Winter
20220314,2022-03-14,2022,3,14,1,Spring
20171117,2017-11-17,2017,11,17,4,Autumn
20090320,2009-03-20,2009,3,20,1,Spring
20170623,2017-06-23,2017,6,23,2,Summer
20121030,2012-10-30,2012,10,30,4,Autumn
20090410,2009-04-10,2009,4,10,2,Spring
20061201,2006-12-01,2006,12,1,4,Winter
20100720,2010-07-20,2010,7,20,3,Summer
20160613,2016-06-13,2016,6,13,2,Summer
20100910,2010-09-10,2010,9,10,3,Autumn
20130202,2013-02-02,2013,2,2,1,Winter
20110318,2011-03-18,2011,3,18,1,Spring
20080509,2008-05-09,2008,5,9,2,Spring
20071005,2007-10-05,2007,10,5,4,Autumn
20241122,2024-11-22,2024,11,22,4,Autumn
20130329,2013-03-29,2013,3,29,1,Spring
20110222,2011-02-22,2011,2,22,1,Winter
20100504,2010-05-04,2010,5,4,2,Spring
20130222,2013-02-22,2013,2,22,1,Winter
20250513,2025-05-13,2025,5,13,2,Spring
20110000,2011-01-01,2011,0,0,0,Unknown
20171217,2017-12-17,2017,12,17,4,Winter
20180528,2018-05-28,2018,5,28,2,Spring
20120629,2012-06-29,2012,6,29,2,Summer
20060201,2006-02-01,2006,2,1,1,Winter
20200318,2020-03-18,2020,3,18,1,Spring
20040101,2004-01-01,2004,1,1,1,Winter
20100101,2010-01-01,2010,1,1,1,Winter
20060916,2006-09-16,2006,9,16,3,Autumn
20130125,2013-01-25,2013,1,25,1,Winter
20101224,2010-12-24,2010,12,24,4,Winter
20250411,2025-04-11,2025,4,11,2,Spring
20160000,2016-01-01,2016,0,0,0,Unknown
20200114,2020-01-14,2020,1,14,1,Winter
20151023,2015-10-23,2015,10,23,4,Autumn
20111217,2011-12-17,2011,12,17,4,Winter
20130927,2013-09-27,2013,9,27,3,Autumn
20211105,2021-11-05,2021,11,5,4,Autumn
20140217,2014-02-17,2014,2,17,1,Winter
20130625,2013-06-25,2013,6,25,2,Summer
20190418,2019-04-18,2019,4,18,2,Spring
20190329,2019-03-29,2019,3,29,1,Spring
20140325,2014-03-25,2014,3,25,1,Spring
20171121,2017-11-21,2017,11,21,4,Autumn
20200814,2020-08-14,2020,8,14,3,Summer
20141104,2014-11-04,2014,11,4,4,Autumn
20150904,2015-09-04,2015,9,4,3,Autumn
20171009,2017-10-09,2017,10,9,4,Autumn
20210604,2021-06-04,2021,6,4,2,Summer
20200603,2020-06-03,2020,6,3,2,Summer
20160504,2016-05-04,2016,5,4,2,Spring
20250425,2025-04-25,2025,4,25,2,Spring
20160304,2016-03-04,2016,3,4,1,Spring
20210924,2021-09-24,2021,9,24,3,Autumn
20141015,2014-10-15,2014,10,15,4,Autumn
20211101,2021-11-01,2021,11,1,4,Autumn
20160210,2016-02-10,2016,2,10,1,Winter
20151009,2015-10-09,2015,10,9,4,Autumn
20250212,2025-02-12,2025,2,12,1,Winter
20130323,2013-03-23,2013,3,23,1,Spring
20230928,2023-09-28,2023,9,28,3,Autumn
20240726,2024-07-26,2024,7,26,3,Summer
20161128,2016-11-28,2016,11,28,4,Autumn
20120904,2012-09-04,2012,9,4,3,Autumn
20121120,2012-11-20,2012,11,20,4,Autumn
20221230,2022-12-30,2022,12,30,4,Winter
20211127,2021-11-27,2021,11,27,4,Autumn
20220729,2022-07-29,2022,7,29,3,Summer
20070101,2007-01-01,2007,1,1,1,Winter
20090909,2009-09-09,2009,9,9,3,Autumn
20050127,2005-01-27,2005,1,27,1,Winter
20140319,2014-03-19,2014,3,19,1,Spring
20161104,2016-11-04,2016,11,4,4,Autumn
20080728,2008-07-28,2008,7,28,3,Summer
20140414,2014-04-14,2014,4,14,2,Spring
20140408,2014-04-08,2014,4,8,2,Spring
20160915,2016-09-15,2016,9,15,3,Autumn
20140422,2014-04-22,2014,4,22,2,Spring
20120229,2012-02-29,2012,2,29,1,Winter
20120206,2012-02-06,2012,2,6,1,Winter
20221202,2022-12-02,2022,12,2,4,Winter
20191111,2019-11-11,2019,11,11,4,Autumn
20221111,2022-11-11,2022,11,11,4,Autumn
20220623,2022-06-23,2022,6,23,2,Summer
20010000,2001-01-01,2001,0,0,0,Unknown
20120129,2012-01-29,2012,1,29,1,Winter
20051019,2005-10-19,2005,10,19,4,Autumn
20210115,2021-01-15,2021,1,15,1,Winter
20161225,2016-12-25,2016,12,25,4,Winter
20070216,2007-02-16,2007,2,16,1,Winter
20230705,2023-07-05,2023,7,5,3,Summer
20221125,2022-11-25,2022,11,25,4,Autumn
20211008,2021-10-08,2021,10,8,4,Autumn
20120126,2012-01-26,2012,1,26,1,Winter
20010101,2001-01-01,2001,1,1,1,Winter
20211112,2021-11-12,2021,11,12,4,Autumn
20071120,2007-11-20,2007,11,20,4,Autumn
20110416,2011-04-16,2011,4,16,2,Spring
20121109,2012-11-09,2012,11,9,4,Autumn
20121204,2012-12-04,2012,12,4,4,Winter
20051200,2005-12-01,2005,12,0,4,Winter
20090718,2009-07-18,2009,7,18,3,Summer
20131105,2013-11-05,2013,11,5,4,Autumn
20070220,2007-02-20,2007,2,20,1,Winter
20140213,2014-02-13,2014,2,13,1,Winter
20240607,2024-06-07,2024,6,7,2,Summer
20140101,2014-01-01,2014,1,1,1,Winter
20181030,2018-10-30,2018,10,30,4,Autumn
20120731,2012-07-31,2012,7,31,3,Summer
20130730,2013-07-30,2013,7,30,3,Summer
20210323,2021-03-23,2021,3,23,1,Spring
20100319,2010-03-19,2010,3,19,1,Spring
20180725,2018-07-25,2018,7,25,3,Summer
20141218,2014-12-18,2014,12,18,4,Winter
20200128,2020-01-28,2020,1,28,1,Winter
20191128,2019-11-28,2019,11,28,4,Autumn
20200601,2020-06-01,2020,6,1,2,Summer
20070619,2007-06-19,2007,6,19,2,Summer
20170608,2017-06-08,2017,6,8,2,Summer
20200918,2020-09-18,2020,9,18,3,Autumn
20160412,2016-04-12,2016,4,12,2,Spring
20131015,2013-10-15,2013,10,15,4,Autumn
20250131,2025-01-31,2025,1,31,1,Winter
20160422,2016-04-22,2016,4,22,2,Spring
20250127,2025-01-27,2025,1,27,1,Winter
20131029,2013-10-29,2013,10,29,4,Autumn
20160308,2016-03-08,2016,3,8,1,Spring
20180629,2018-06-29,2018,6,29,2,Summer
20160318,2016-03-18,2016,3,18,1,Spring
20141029,2014-10-29,2014,10,29,4,Autumn
20151029,2015-10-29,2015,10,29,4,Autumn
20160401,2016-04-01,2016,4,1,2,Spring
20190628,2019-06-28,2019,6,28,2,Summer
20181116,2018-11-16,2018,11,16,4,Autumn
20171019,2017-10-19,2017,10,19,4,Autumn
20200311,2020-03-11,2020,3,11,1,Spring
20160129,2016-01-29,2016,1,29,1,Winter
20180116,2018-01-16,2018,1,16,1,Winter
20200714,2020-07-14,2020,7,14,3,Summer
20221028,2022-10-28,2022,10,28,4,Autumn
20200410,2020-04-10,2020,4,10,2,Spring
20191206,2019-12-06,2019,12,6,4,Winter
20220128,2022-01-28,2022,1,28,1,Winter
20220506,2022-05-06,2022,5,6,2,Spring
20210806,2021-08-06,2021,8,6,3,Summer
20211119,2021-11-19,2021,11,19,4,Autumn
20230210,2023-02-10,2023,2,10,1,Winter
20180124,2018-01-24,2018,1,24,1,Winter
20180518,2018-05-18,2018,5,18,2,Spring
20180323,2018-03-23,2018,3,23,1,Spring
20190226,2019-02-26,2019,2,26,1,Winter
20230616,2023-06-16,2023,6,16,2,Summer
20140318,2014-03-18,2014,3,18,1,Spring
20150910,2015-09-10,2015,9,10,3,Autumn
20120928,2012-09-28,2012,9,28,3,Autumn
20180305,2018-03-05,2018,3,5,1,Spring
20170806,2017-08-06,2017,8,6,3,Summer
20151224,2015-12-24,2015,12,24,4,Winter
20120828,2012-08-28,2012,8,28,3,Summer
20101118,2010-11-18,2010,11,18,4,Autumn
20071012,2007-10-12,2007,10,12,4,Autumn
20110210,2011-02-10,2011,2,10,1,Winter
20160227,2016-02-27,2016,2,27,1,Winter
20111124,2011-11-24,2011,11,24,4,Autumn
20230120,2023-01-20,2023,1,20,1,Winter
20250314,2025-03-14,2025,3,14,1,Spring
20210702,2021-07-02,2021,7,2,3,Summer
20231006,2023-10-06,2023,10,6,4,Autumn
20230111,2023-01-11,2023,1,11,1,Winter
20180904,2018-09-04,2018,9,4,3,Autumn
20161011,2016-10-11,2016,10,11,4,Autumn
20200501,2020-05-01,2020,5,1,2,Spring
20240829,2024-08-29,2024,8,29,3,Summer
20160719,2016-07-19,2016,7,19,3,Summer
20181127,2018-11-27,2018,11,27,4,Autumn
20170728,2017-07-28,2017,7,28,3,Summer
20230220,2023-02-20,2023,2,20,1,Winter
20200425,2020-04-25,2020,4,25,2,Spring
20190726,2019-07-26,2019,7,26,3,Summer
20191127,2019-11-27,2019,11,27,4,Autumn
20201208,2020-12-08,2020,12,8,4,Winter
20250214,2025-02-14,2025,2,14,1,Winter
20201016,2020-10-16,2020,10,16,4,Autumn
20200520,2020-05-20,2020,5,20,2,Spring
20210423,2021-04-23,2021,4,23,2,Spring
20210916,2021-09-16,2021,9,16,3,Autumn
20220121,2022-01-21,2022,1,21,1,Winter
20211029,2021-10-29,2021,10,29,4,Autumn
20200429,2020-04-29,2020,4,29,2,Spring
20240830,2024-08-30,2024,8,30,3,Summer
20241205,2024-12-05,2024,12,5,4,Winter
20210625,2021-06-25,2021,6,25,2,Summer
20240129,2024-01-29,2024,1,29,1,Winter
20230607,2023-06-07,2023,6,7,2,Summer
20230517,2023-05-17,2023,5,17,2,Spring
20240328,2024-03-28,2024,3,28,1,Spring
20240119,2024-01-19,2024,1,19,1,Winter
20230202,2023-02-02,2023,2,2,1,Winter
20250107,2025-01-07,2025,1,7,1,Winter
20240208,2024-02-08,2024,2,8,1,Winter
20230630,2023-06-30,2023,6,30,2,Summer
20240322,2024-03-22,2024,3,22,1,Spring
20210608,2021-06-08,2021,6,8,2,Summer
20240615,2024-06-15,2024,6,15,2,Summer
20240402,2024-04-02,2024,4,2,2,Spring
20240618,2024-06-18,2024,6,18,2,Summer
20210210,2021-02-10,2021,2,10,1,Winter
20220423,2022-04-23,2022,4,23,2,Spring
20210524,2021-05-24,2021,5,24,2,Spring
20180119,2018-01-19,2018,1,19,1,Winter
20160909,2016-09-09,2016,9,9,3,Autumn
20201120,2020-11-20,2020,11,20,4,Autumn
20160901,2016-09-01,2016,9,1,3,Autumn
20201028,2020-10-28,2020,10,28,4,Autumn
20231117,2023-11-17,2023,11,17,4,Autumn
20151020,2015-10-20,2015,10,20,4,Autumn
20151123,2015-11-23,2015,11,23,4,Autumn
20150317,2015-03-17,2015,3,17,1,Spring
20150203,2015-02-03,2015,2,3,1,Winter
20150609,2015-06-09,2015,6,9,2,Summer
20160120,2016-01-20,2016,1,20,1,Winter
20150611,2015-06-11,2015,6,11,2,Summer
20210212,2021-02-12,2021,2,12,1,Winter
20150303,2015-03-03,2015,3,3,1,Spring
20190312,2019-03-12,2019,3,12,1,Spring
20141120,2014-11-20,2014,11,20,4,Autumn
20181207,2018-12-07,2018,12,7,4,Winter
20111204,2011-12-04,2011,12,4,4,Winter
20160100,2016-01-01,2016,1,0,1,Winter
20141223,2014-12-23,2014,12,23,4,Winter
20130915,2013-09-15,2013,9,15,3,Autumn
20201218,2020-12-18,2020,12,18,4,Winter
20140000,2014-01-01,2014,0,0,0,Unknown
20110817,2011-08-17,2011,8,17,3,Summer
20090101,2009-01-01,2009,1,1,1,Winter
20130000,2013-01-01,2013,0,0,0,Unknown
20140520,2014-05-20,2014,5,20,2,Spring
20120125,2012-01-25,2012,1,25,1,Winter
20140527,2014-05-27,2014,5,27,2,Spring
20131211,2013-12-11,2013,12,11,4,Winter
20071115,2007-11-15,2007,11,15,4,Autumn
20180215,2018-02-15,2018,2,15,1,Winter
20140127,2014-01-27,2014,1,27,1,Winter
20120411,2012-04-11,2012,4,11,2,Spring
20100000,2010-01-01,2010,0,0,0,Unknown
20200218,2020-02-18,2020,2,18,1,Winter
20100201,2010-02-01,2010,2,1,1,Winter
20200424,2020-04-24,2020,4,24,2,Spring
20131213,2013-12-13,2013,12,13,4,Winter
20120305,2012-03-05,2012,3,5,1,Spring
20210303,2021-03-03,2021,3,3,1,Spring
20121216,2012-12-16,2012,12,16,4,Winter
20100423,2010-04-23,2010,4,23,2,Spring
20210319,2021-03-19,2021,3,19,1,Spring
20210318,2021-03-18,2021,3,18,1,Spring
20170718,2017-07-18,2017,7,18,3,Summer
20060101,2006-01-01,2006,1,1,1,Winter
20080101,2008-01-01,2008,1,1,1,Winter
20070218,2007-02-18,2007,2,18,1,Winter
20120823,2012-08-23,2012,8,23,3,Summer
20150923,2015-09-23,2015,9,23,3,Autumn
20090401,2009-04-01,2009,4,1,2,Spring
20071015,2007-10-15,2007,10,15,4,Autumn
20080108,2008-01-08,2008,1,8,1,Winter
20070211,2007-02-11,2007,2,11,1,Winter
20131201,2013-12-01,2013,12,1,4,Winter
20070118,2007-01-18,2007,1,18,1,Winter
20020328,2002-03-28,2002,3,28,1,Spring
19940225,1994-02-25,1994,2,25,1,Winter
19930225,1993-02-25,1993,2,25,1,Winter
20020402,2002-04-02,2002,4,2,2,Spring
19960514,1996-05-14,1996,5,14,2,Spring
20031114,2003-11-14,2003,11,14,4,Autumn
19960000,1996-01-01,1996,0,0,0,Unknown
20020329,2002-03-29,2002,3,29,1,Spring
19980420,1998-04-20,1998,4,20,2,Spring
19920712,1992-07-12,1992,7,12,3,Summer
19930000,1993-01-01,1993,0,0,0,Unknown
19980507,1998-05-07,1998,5,7,2,Spring
20020322,2002-03-22,2002,3,22,1,Spring
20240805,2024-08-05,2024,8,5,3,Summer
19980514,1998-05-14,1998,5,14,2,Spring
19991217,1999-12-17,1999,12,17,4,Winter
19991203,1999-12-03,1999,12,3,4,Winter
19930101,1993-01-01,1993,1,1,1,Winter
20001207,2000-12-07,2000,12,7,4,Winter
20041112,2004-11-12,2004,11,12,4,Autumn
19940000,1994-01-01,1994,0,0,0,Unknown
20231208,2023-12-08,2023,12,8,4,Winter
20230428,2023-04-28,2023,4,28,2,Spring
20031014,2003-10-14,2003,10,14,4,Autumn
20030101,2003-01-01,2003,1,1,1,Winter
20001117,2000-11-17,2000,11,17,4,Autumn
19940101,1994-01-01,1994,1,1,1,Winter
20031107,2003-11-07,2003,11,7,4,Autumn
19931225,1993-12-25,1993,12,25,4,Winter
19980423,1998-04-23,1998,4,23,2,Spring
20010406,2001-04-06,2001,4,6,2,Spring
20090522,2009-05-22,2009,5,22,2,Spring
19960314,1996-03-14,1996,3,14,1,Spring
20060620,2006-06-20,2006,6,20,2,Summer
20030523,2003-05-23,2003,5,23,2,Spring
20150605,2015-06-05,2015,6,5,2,Summer
20130618,2013-06-18,2013,6,18,2,Summer
20130524,2013-05-24,2013,5,24,2,Spring
20130111,2013-01-11,2013,1,11,1,Winter
20090619,2009-06-19,2009,6,19,2,Summer
20010511,2001-05-11,2001,5,11,2,Spring
20031003,2003-10-03,2003,10,3,4,Autumn
20060609,2006-06-09,2006,6,9,2,Summer
20210302,2021-03-02,2021,3,2,1,Spring
20090618,2009-06-18,2009,6,18,2,Summer
19970600,1997-06-01,1997,6,0,2,Summer
19970601,1997-06-01,1997,6,1,2,Summer
19920201,1992-02-01,1992,2,1,1,Winter
20140220,2014-02-20,2014,2,20,1,Winter
20031023,2003-10-23,2003,10,23,4,Autumn
20080225,2008-02-25,2008,2,25,1,Winter
20031024,2003-10-24,2003,10,24,4,Autumn
20080229,2008-02-29,2008,2,29,1,Winter
19940307,1994-03-07,1994,3,7,1,Spring
20200607,2020-06-07,2020,6,7,2,Summer
20110912,2011-09-12,2011,9,12,3,Autumn
20180302,2018-03-02,2018,3,2,1,Spring
20160104,2016-01-04,2016,1,4,1,Winter
20160502,2016-05-02,2016,5,2,2,Spring
20200605,2020-06-05,2020,6,5,2,Summer
20160630,2016-06-30,2016,6,30,2,Summer
20160125,2016-01-25,2016,1,25,1,Winter
20170113,2017-01-13,2017,1,13,1,Winter
20200612,2020-06-12,2020,6,12,2,Summer
20221206,2022-12-06,2022,12,6,4,Winter
20180202,2018-02-02,2018,2,2,1,Winter
20160519,2016-05-19,2016,5,19,2,Spring
20230530,2023-05-30,2023,5,30,2,Spring
20200102,2020-01-02,2020,1,2,1,Winter
20151015,2015-10-15,2015,10,15,4,Autumn
20240524,2024-05-24,2024,5,24,2,Spring
20180307,2018-03-07,2018,3,7,1,Spring
20160103,2016-01-03,2016,1,3,1,Winter
20210504,2021-05-04,2021,5,4,2,Spring
20131202,2013-12-02,2013,12,2,4,Winter
20231128,2023-11-28,2023,11,28,4,Autumn
20150806,2015-08-06,2015,8,6,3,Summer
20131026,2013-10-26,2013,10,26,4,Autumn
20160309,2016-03-09,2016,3,9,1,Spring
20130310,2013-03-10,2013,3,10,1,Spring
20101018,2010-10-18,2010,10,18,4,Autumn
20181202,2018-12-02,2018,12,2,4,Winter
20130701,2013-07-01,2013,7,1,3,Summer
20190706,2019-07-06,2019,7,6,3,Summer
20220824,2022-08-24,2022,8,24,3,Summer
20191020,2019-10-20,2019,10,20,4,Autumn
20250119,2025-01-19,2025,1,19,1,Winter
20170915,2017-09-15,2017,9,15,3,Autumn
20210507,2021-05-07,2021,5,7,2,Spring
20210331,2021-03-31,2021,3,31,1,Spring
20030613,2003-06-13,2003,6,13,2,Summer
20080411,2008-04-11,2008,4,11,2,Spring
20060224,2006-02-24,2006,2,24,1,Winter
20110301,2011-03-01,2011,3,1,1,Spring
20140304,2014-03-04,2014,3,4,1,Spring
20030522,2003-05-22,2003,5,22,2,Spring
20060324,2006-03-24,2006,3,24,1,Spring
20140321,2014-03-21,2014,3,21,1,Spring
20000526,2000-05-26,2000,5,26,2,Spring
20121025,2012-10-25,2012,10,25,4,Autumn
20031016,2003-10-16,2003,10,16,4,Autumn
20051028,2005-10-28,2005,10,28,4,Autumn
20091022,2009-10-22,2009,10,22,4,Autumn
20240919,2024-09-19,2024,9,19,3,Autumn
20240315,2024-03-15,2024,3,15,1,Spring
20230324,2023-03-24,2023,3,24,1,Spring
20241210,2024-12-10,2024,12,10,4,Winter
20211020,2021-10-20,2021,10,20,4,Autumn
20240522,2024-05-22,2024,5,22,2,Spring
20191024,2019-10-24,2019,10,24,4,Autumn
20211126,2021-11-26,2021,11,26,4,Autumn
20210903,2021-09-03,2021,9,3,3,Autumn
19980700,1998-07-01,1998,7,0,3,Summer
20170321,2017-03-21,2017,3,21,1,Spring
20130610,2013-06-10,2013,6,10,2,Summer
20101130,2010-11-30,2010,11,30,4,Autumn
20041119,2004-11-19,2004,11,19,4,Autumn
20111218,2011-12-18,2011,12,18,4,Winter
20161215,2016-12-15,2016,12,15,4,Winter
20071113,2007-11-13,2007,11,13,4,Autumn
20120214,2012-02-14,2012,2,14,1,Winter
20091104,2009-11-04,2009,11,4,4,Autumn
19920000,1992-01-01,1992,0,0,0,Unknown
20170901,2017-09-01,2017,9,1,3,Autumn
20150701,2015-07-01,2015,7,1,3,Summer
20181206,2018-12-06,2018,12,6,4,Winter
19960801,1996-08-01,1996,8,1,3,Summer
20111220,2011-12-20,2011,12,20,4,Winter
20130611,2013-06-11,2013,6,11,2,Summer
20111211,2011-12-11,2011,12,11,4,Winter
20120216,2012-02-16,2012,2,16,1,Winter
20160629,2016-06-29,2016,6,29,2,Summer
20040709,2004-07-09,2004,7,9,3,Summer
20101101,2010-11-01,2010,11,1,4,Autumn
20101109,2010-11-09,2010,11,9,4,Autumn
20061109,2006-11-09,2006,11,9,4,Autumn
20000101,2000-01-01,2000,1,1,1,Winter
20161014,2016-10-14,2016,10,14,4,Autumn
20160510,2016-05-10,2016,5,10,2,Spring
20160229,2016-02-29,2016,2,29,1,Winter
20170512,2017-05-12,2017,5,12,2,Spring
20180126,2018-01-26,2018,1,26,1,Winter
20170203,2017-02-03,2017,2,3,1,Winter
20151215,2015-12-15,2015,12,15,4,Winter
20150414,2015-04-14,2015,4,14,2,Spring
20151012,2015-10-12,2015,10,12,4,Autumn
20200220,2020-02-20,2020,2,20,1,Winter
20140409,2014-04-09,2014,4,9,2,Spring
20160126,2016-01-26,2016,1,26,1,Winter
20150209,2015-02-09,2015,2,9,1,Winter
20241011,2024-10-11,2024,10,11,4,Autumn
20150713,2015-07-13,2015,7,13,3,Summer
20210622,2021-06-22,2021,6,22,2,Summer
20201113,2020-11-13,2020,11,13,4,Autumn
20171124,2017-11-24,2017,11,24,4,Autumn
20190415,2019-04-15,2019,4,15,2,Spring
20220415,2022-04-15,2022,4,15,2,Spring
20151112,2015-11-12,2015,11,12,4,Autumn
20220517,2022-05-17,2022,5,17,2,Spring
20170118,2017-01-18,2017,1,18,1,Winter
20151219,2015-12-19,2015,12,19,4,Winter
20170131,2017-01-31,2017,1,31,1,Winter
20160727,2016-07-27,2016,7,27,3,Summer
20140331,2014-03-31,2014,3,31,1,Spring
20190318,2019-03-18,2019,3,18,1,Spring
20130520,2013-05-20,2013,5,20,2,Spring
20130601,2013-06-01,2013,6,1,2,Summer
20200316,2020-03-16,2020,3,16,1,Spring
20180901,2018-09-01,2018,9,1,3,Autumn
